151,"GROUP TRIMS MATERIAL SCIENCES & lt ; MSC > STAKE An investor group led by Central National - Gottesman Inc , a New York investment firm , and its executive vice president , Edgar Wachenheim , said they cut their stake in Material Sciences Corp to less than five pct . In a filing with the Securities and Exchange Commission , the group said it sold 19 , 500 Material Sciences common shares between Feb 11 and 19 at prices ranging from 24 . 00 to 27 . 648 dlrs a share , leaving it with 239 , 500 shares , or 4 . 7 pct . As long as the group ' s stake remains below five pct , it is not required to disclose further dealings in Material Sciences common stock ."
152,"SHANDWICK BUYS LOS ANGELES PR COMPANY Public Relations consultancy & lt ; Shandwick Plc > said it had agreed to buy the Los Angeles - based & lt ; Rogers and Cowan Inc > which specialises in the entertainment industry . A total of 2 . 25 mln dlrs is payable on completion , 1 . 5 mln will be injected into the business through an interest free loan and the expenses of the acquisition amount to 660 , 000 stg . Shandwick said it would raise 5 . 1 mln stg through the placing of 1 . 16 mln shares to finance the deal , with the balance of 2 . 04 mln stg used to strengthen the balance sheet and in anticipation of future performance - related payments . In the year to end - September Rogers ' operating income was more than 10 mln dlrs . After the acquisition Shandwick ' s U . S . Operating income will be comparable to that it earns in the U . K . Rogers ' estimated that pretax profit in the year to end - 1987 would exceed 900 , 000 dlrs . An extraordinary loss of 504 , 000 dlrs in 1986 resulted from the write off of assets . Net tangible assets at end - September were 363 , 000 dlrs . Shandwick shares were unchanged at 460p ."
153,LONDON INT ' L SELLING HOT WATER BOTTLE UNIT London International Group Plc & lt ; LONL . L > said it had agreed to sell its & lt ; Haffenden Moulding Co Ltd > unit to & lt ; Melton Medes Ltd > for 2 . 1 mln stg . Haffenden is a moulder of hot water bottles and also produces a variety of rubber and plastic mouldings . The book value of its assets is 4 . 4 mln stg . LIG said the disposal was part of its strategy of concentrating on its core activities . LIG shares were one penny firmer at 277p .
154,"CABLE SHARES FIRM ON JAPAN SPECULATION Shares in Cable and Wireless Plc & lt ; CAWL . L > firmed in morning trading on market speculation that its participation in a joint telecommunications venture in Japan would not be curtailed , dealers said . The company ' s shares were quoted at 372p at 0915 GMT compared with 364p last night . The dealers said the speculation appeared to originate in Japan . Cable has said it is resisting attempts by the Federation of Economic Organisations to merge two Japan - based telecommunications firms , a move which would have cut Cable ' s stake from 20 pct in one to three pct in the merged unit . However , the dealers were uncertain exactly how the dispute over the shareholdings had been resolved . British prime minister MargaretThatcher said in parliament last week that she regarded Cable and Wireless ' s participation in the Japanese venture as a test case of how open the Japanese telecommunications market really was . A spokesman for Cable said he was unaware if the speculation had any foundation . Cable itself had issued no statement today on the issue ."
155,"ADSTEAM TO ACQUIRE 49 PCT OF U . K . PROPERTY COMPANY The Adelaide Steamship Co Ltd & lt ; ADSA . S > ( Adsteam ) said it will subscribe to 30 mln shares in listed British property developer , & lt ; Markheath Securities Plc >, at 60p each , subject to shareholder approval . The subscription , expected to take place in May , will give Adsteam 49 pct of Markheath , Adsteam said in a statement . Adsteam ' s managing director John Spalvins will become chairman of Markheath and two other Adsteam nominees will join its board . "" We hope that in time Markheath will become a significant property and industrial company in the same style as Adsteam ,"" Spalvins said in the statement ."
156,"ANALYSTS APPLAUD CSR ' S BOLD MOVE TO SELL DELHI CSR Ltd & lt ; CSRA . S > has made a bold move in selling its oil and gas interests for almost a billion dlrs and ploughing 150 mln into its traditional sugar business , share analysts said . "" It sounds like a good deal ,"" Stuart McKibbin of & lt ; A . C . Goode and Co > told Reuters . CSR said it had dropped plans to float its oil and gas interests held in the & lt ; Delhi Australia Fund > and would instead sell it to Exxon Corp & lt ; XON > unit & lt ; Esso Exploration and Production Australia Inc > for 985 mln dlrs . In a twin announcement CSR , already Australia ' s largest sugar refiner , made a 2 . 20 dlr a share bid for the 70 pct it does not already hold in & lt ; Pioneer Sugar Mills Ltd >. "" This will be a big shock to the market , which was under the impression that CSR was well down the road to floating Delhi ,"" McKibbin said . A float of part of Delhi would have raised between 200 and 300 mln dlrs , but in opting to sell outright , CSR had given itself the cash to practically eliminate its debt and embark on an ambitious expansion programme in its best - performing divisions of sugar and building products , analysts said . CSR not only gets the 985 mln dlrs but also has the right to share equally with Esso any higher returns resulting from an oil price over 20 U . S . Dlrs a barrel in the next two years . Delhi is one of Australia ' s largest onshore oil producers yielding about six mln barrels a year from the Cooper Basin . Analysts said the deal could net CSR as much as three mln dlrs for every dollar rise in the oil price above 20 dlrs . Neale Goldston - Morris of Sydney broker & lt ; Bain and Co Ltd > said the move out of Delhi and investment in the sugar industry was a sensible one but added that it represented the loss of Australian - owned assets to a foreign company . "" The farm they bought back a few years ago is being sold back to the Americans ,"" Goldston - Morris said . The Pioneer Sugar investment would make CSR by far the largest player in Australia ' s 850 mln dlr a year sugar industry and would give it access to some of the best sugar properties and mills in the country , analysts said . They said Pioneer Sugar was expected to recommend acceptance of the bid through which CSR would benefit from the bottom out of a cyclical downturn in sugar prices . Sugar prices are forecast to rise to 340 dlrs a tonne next season from an estimated 270 dlrs this year , they said . Selling Delhi meant CSR has finally quit a damaging investment , made in 1981 , which has dragged down the company ' s overall performance , analysts said . CSR last year wrote off more than 550 mln dlrs in losses on what had been a 591 mln U . S . Dlr investment financed entirely from U . S . Dollar debt , they said . "" It was a bad investment for them . They financed it entirely with debt , the currency collapsed on them and then the oil price collapsed on them ,"" Owen Evans of Sydney broker & lt ; Meares and Philips Ltd > said . Esso not only picked up Delhi ' s oil and gas output but also gained as much as 300 mln dlrs in transferable tax losses accumulated in exploration allowances and other concessions . Analysts said Esso also gained its first real onshore stake in Australia in its first major diversification from the 50 / 50 Bass Strait partnership with The Broken Hill Pty Co Ltd & lt ; BRKN . S >. "" Esso has been very keen to diversify from the Gippsland Basin . They haven ' t found too much oil in Bass Strait lately and Esso needed a large pool of ongoing production ,"" Goldston - Morris said ."
157,"TYLAN CORP & lt ; TYLN > TO SELL FURNACE PRODUCT LINE Tylan Corp aid it has retained the investment banking firm Kahn and Harris to sell its furnace product line . The company said it has already been contacted by several potential buyers . In 1986 , Tylan ' s furnace product shipments in the U . S . represented 10 . 3 mln dlrs of the company ' s total net sales of 28 . 4 mln dlrs ."
158,"CSR SELLING DELHI TO EXXON UNIT , DROPS DELHI FLOAT CSR Ltd & lt ; CSRA . S > and Exxon Corp & lt ; XON > unit & lt ; Esso Exploration and Production Australia Inc > said CSR has agreed to sell its & lt ; Delhi Australia Fund > ( DAF ) to Esso for 985 mln Australian dlrs . The sale is effective from tomorrow , they said in a joint statement . The previously announced float of part of its Delhi interest will not now proceed , CSR said in the statement . Delhi Australia Fund owns & lt ; Delhi Petroleum Pty Ltd >, which holds an average of 25 pct in the Santos Ltd & lt ; STOS . S >- led Cooper and Eromanga Basin gas and liquids projects . In addition to the purchase price , CSR will share equally in any returns due to increases in crude oil and condensate prices over certain levels for liquids produced from Delhi ' s interests in the next two years , the statement said . "" The Esso proposal to purchase all the Delhi interest will be more beneficial to our shareholders than proceeding with the float ,"" CSR chief executive Bryan Kelman said in the statement . Kelman said the sale of Delhi would enable CSR to focus efforts on expanding business areas such as sugar and building materials in which CSR has had long and successful management experience and strong market leadership . With the sale , CSR will be able to expand those businesses more aggressively and earlier , he said . As reported separately , soon after announcing the Delhi sale CSR launched a takeover bid for the 68 . 26 pct of & lt ; Pioneer Sugar Mills Ltd > that it does not already hold , valuing its entire issued capital at 219 . 6 mln dlrs ."
159,"CSR BIDS 2 . 20 DLRS A SHARE FOR PIONEER SUGAR MILLS CSR Ltd & lt ; CSRA . S > said it will offer 2 . 20 dlrs cash each for the shares it does not already hold in & lt ; Pioneer Sugar Mills Ltd >. CSR already holds 31 . 74 pct of Pioneer ' s 99 . 80 mln issued shares , it said in a statement . The offer price values the entire Pioneer Sugar share capital at 219 . 6 mln dlrs and compares with today ' s closing market level of 1 . 85 dlrs a share . CSR said it will announce further details of the offer soon , including an alternative offer of CSR shares for Pioneer Sugar stock . It said the offer is generous since it will give Pioneer Sugar shareholders a price equivalent to 29 times Pioneer ' s net earnings last financial year and a premium of 22 pct over yesterday ' s market price which CSR said it believed already contained an element of takeover speculation . It also gives a premium of 91 pct over Pioneer ' s last reported net tangible assets per share , CSR said . CSR said the generous offer price reflects the cost savings which will flow from integrated management of CSR ' s and Pioneer ' s raw sugar mills and building materials businesses . These economies can only be achieved through CSR control and management of Pioneer Sugar , it added . The takeover announcement came soon after CSR ' s earlier reported statement that it will sell its & lt ; Delhi Petroleum Pty Ltd > unit to an Exxon Corp & lt ; XON > unit for 985 mln dlrs and not proceed with the previously announced float of part of Delhi ."
160,"FLETCHER CHALLENGE DISAPPOINTED AT NZ FOREST MOVES & lt ; Fletcher Challenge Ltd > ( FCL ) Managing Director Hugh Fletcher said he was disappointed that & lt ; Rada Corp Ltd > had decided to sell its shares in & lt ; N . Z . Forest Products Ltd > ( NZFP ) to Australia ' s & lt ; Amcor Ltd >. He said in a statement that FCL had made an offer for the 24 pct of NZFP held by Rada . He said the FCL offer was better than Amcor ' s because it would have been made to all NZFP shareholders , but he gave no further details . Amcor and NZFP said earlier today they were merging their pulp and paper interests in a joint partnership and were increasing their existing cross - shareholdings . The plan involves NZFP increasing its current holding in Amcor to about 20 pct from four pct . Amcor will acquire Rada ' s NZFP stake to add to its existing 11 pct and will seek statutory approval to increase its holding to 50 pct . Rada bought its stake for 505 . 5 mln dlrs from & lt ; Wattie Industries Ltd > last year , but it has not disclosed the price to be paid by Amcor . FCL originally launched a takeover bid for NZFP late last year with a scrip and / or cash offer at 3 . 90 dlrs a share , valuing the company at 1 . 3 billion dlrs . NZFP shares ended at 3 . 88 dlrs today ."
161,"CHINA ' S CITIC BUYS H . K . HOTEL FROM CHEUNG KONG The Peking - owned China International Trust and Investment Corp ( Citic ) bought the unfinished City Garden Hotel in Hong Kong from a subsidiary of Cheung Kong ( Holdings ) Ltd & lt ; CKGH . HKG > for 235 mln H . K . Dlrs , Cheung Kong director Albert Chow said . Cheung Kong ' s subsidiary & lt ; International City Holdings Ltd > will complete work on the hotel by the end of 1988 , when it will be handed over to Citic . The deal does not include the decoration or fitting out of the interior of the hotel . The 600 - room hotel stands on a 26 , 700 sq ft site on the eastern side of Hong Kong island ."
162,"FRENCH CGE UNIT TAKES 34 PCT STAKE IN ESCA CORP State - owned & lt ; Cie Generale d ' Electricite >' s electrical contracting unit & lt ; CGEE ALSTHOM > has taken a 34 stake in the U . S . Computer firm & lt ; ESCA Corp >, CGEE ALSTHOM chairman Philippe Boisseau told a press conference . According to an agreement in principle between the two companies CGEE ALSTHOM could take a majority stake in the future but no time - scale has been set , he added . ESCA , which had a turnover of 13 . 6 mln dlrs in 1986 and is expected to see this rise to 20 mln this year , is one of the leading U . S . Suppliers of electric despatching and telecontrol systems ."
163,"PARTNERS CALL GENCORP & lt ; GY > RESPONSE UNPRODUCTIVE General Acquisition Co said it was disappointed by Gencorp ' s response to its tender offer and asked how the company might give better value to shareholders . Gencorp had earlier urged shareholders to reject a 100 dlr per share tender offer from General Acquisition , an affiliate of Wagner and Brown and AFG Industries Inc , and said it was studying financially superior alternatives . The General Acquisition partnership called the response inflammatory and unproductive , particularly since it had tried to discuss the offer with Gencorp . The partnership said Gencorp failed to say how it would provide a "" superior value yet they continue their attempt to prevent a satisfactory offer by failing to redeem their poison pill ."" Poison pills are shareholder rights plans that make takeovers more expensive . Gencorp said in its statement earlier that it planned to put off the date its rights will trade separately from the common stock to April 6 from April 3 . It said the extension was subject to further extensions by the board and is conditional on no person acquiring beneficial ownership of 20 pct or more of Gencorp before April 6 . General Acquisition said it is confident its offer can be completed in a timely manner using its financial arrangements . The partnership in its statement again urged Gencorp management to work with it to facilitate a transaction ."
164,"SEDGWICK BUYS BSI INCORP Sedgwick Group Plc & lt ; SDWK . L > said its wholly - owned Canadian subsidiary Sedgwick Tomenson Inc had acquired BSi Incorp for a maximum eight mln Canadian dlrs . The funds will be raised through the issue of up to 1 . 16 mln ordinary Sedgwick shares to the vendors of BSi by no later than 31 January 1991 . Some 427 , 054 shares already have been issued . BSi is a privately - held Canadian company involved in actuarial , employee and executive benefits consulting and administration . Its 1986 pretax profits excluding extraordinary items totalled 1 . 14 mln Canadian dlrs ."
165,"REXNORD & lt ; REX > SELLS UNIT TO NEOAX & lt ; NOAX > Rexnord Inc , 96 pct owned by Banner Industries Inc & lt ; BNR > following a recent tender offer , said it has completed the sale of its Fairfield Manufacturing Co subsidiary to NEOAX Inc for 70 . 5 mln dlrs in cash . Rexnord said it still plans to sell its Process Machinery Division and Mathews Conveyor Co as part of its planned program to divest five businesses with 200 mln dlrs in assets . Bellofram Corp and Railway Maintenance Equipment Co have already been sold ."
166,"HUDSON FOODS & lt ; HFI > TO MAKE ACQUISITION Hudson Foods Inc said it has agreed in principle to acquire Thies Cos Inc , a poultry , beef and pork products provider to midwest supermarkets and food distributors with sales of about 69 mln dlrs for the year ended November One . The company said a definitive agreement is expected to be signed in April . Terms were not disclosed ."
167,"ALPHA INDUSTRIES & lt ; AHA > SELLS DIVISION Alpha Industries Inc said it has sold its Microelectronics Division to Triax Corp for undisclosed terms , retroactive to February One . It said the division has yearly revenues of about 12 mln dlrs and makes RF microwave components for the defense electronics industry . Alpha said it plans to concentrate on the high frequency portion of the electromagnetic spectrum ."
168,"INTERLINK SAYS NOT PLANNING BID FOR PUROLATOR British package courier & lt ; Interlink Express Plc > does not plan to bid for the whole or part of Purolator Courier Corp & lt ; PCC . N >, a spokesman said . "" There is no intention of making any sort of approach to Purolator ,"" the spokesman told Reuters , adding , "" it would be a case of David versus Goliath ."" Interlink shares started trading in the U . K . Unlisted Securities Market in October 1986 . It posted pre - tax profits of 2 . 13 mln stg on turnover of 9 . 6 mln stg in the six months to December 31 , 1986 . Purolator last year topped turnover of 465 mln dollars , the spokesman said . between Purolator and Interlink in view of a takeover or participation . He categorically denied press reports suggesting Interlink was developing a buyout bid . The reports said the proposed bid would be a price above the 35 dlrs per share offered by & lt ; E . F . Hutton LBO Inc >. The Hutton offer expires tomorrow . The spokesman said Interlink was seeking to expand business , first in continental Europe and later in the U . S . But the company did not expect to gain foothold in the U . S . Market until 1989 at the earliest , he said ."
169,"CABLE SAYS CONSORTIUM PROPOSALS NOT ACCEPTABLE Cable and Wireless Plc & lt ; CAWL . L > said proposals to resolve a dispute over entry to Japan ' s telecommunications market were not acceptable . A company spokesman said the proposals appear to have been made in today ' s edition of the Japanese daily Asahi by Fumio Watanabe , head of a telecommunications committee with the Federation of Economic Organisations . However , the suggestion still recommended a merger between the two consortia tendering for contracts and would give Cable a five pct stake , more than the three pct originally proposed but less than the 20 pct it holds in its original venture , he said . The proposal would also offer a Cable nominee a seat on the board of the merged company . The spokesman said he believed Japan should accept applications from the two rivals for fair review . Earlier today Cable shares firmed on market speculation that the dispute -- which is being treated by Britain ' s government as a test case of how open the Japanese telecommunications market is -- was near settlement . Cable shares at 1350 GMT were quoted at 375p compared with a close last night at 364p ."
170,GAF CORP OFFERS 36 DLRS A SHARE CASH FOR BORG - WARNER GAF CORP OFFERS 36 DLRS A SHARE CASH FOR BORG - WARNER
171,"FERRUZZI MAY FLOAT UP TO 49 PCT OF PARIS UNIT & lt ; Gruppo Ferruzzi > is studying a project which could result in a public share offer of up to 49 pct of its French unit & lt ; European Sugar ( France )> and could raise around 400 mln dlrs , Ferruzzi chairman Raul Gardini said . Gardini told Reuters the operation under consideration was aimed at "" international markets "" and that the figure of 400 mln dlrs given in some press reports "" was probably about right ."" European Sugar , wholly - owned by Ferruzzi unit Eridania Zuccherifici Nazionali SpA & lt ; ERDI . M >, is expected to absorb the European corn wet milling business of CPC International Inc & lt ; CPC . N > which Ferruzzi recently agreed to buy . Ferruzzi announced last week it had agreed in principle to buy the CPC operation for 630 mln dlrs . A Ferruzzi spokesman later confirmed that the group was studying the transfer of the CPC business to European Sugar along with a possible share offering in the Paris unit , but gave no details . The flotation plan has been interpreted by financial analysts as a means of helping finance the acquisition of the CPC business . In London yesterday , chairman of Belgian starch producer & lt ; Amylum NV > Pierre Callebaut told Reuters that since Ferruzzi was "" apparently still organising finance ,"" his company might still succeed with its rival bid for the CPC business . Gardini , commenting on Callebaut ' s remarks , said the 630 mln dlrs agreed for the CPC acquisition would be paid "" at the date foreseen in the preliminary contract ."" Gardini could not reveal the date in question nor give any indication of the likely timing of an offering of shares in European Sugar , but it was announced last week that Ferruzzi ' s purchase of the CPC business was expected to be completed by September 30 . Callebaut said yesterday that Amylum was surprised and disappointed that its 675 mln dlr bid cash offer for CPC ' s European business was apparently rejected in favour of Ferruzzi ' s lower bid . Gardini , commenting on Callebaut ' s remarks , said "" Amylum should know that one succeeds in a bid by making the right offer at the right moment - exactly as Ferruzzi did in the case of the acquisition of CPC ' s European business ."" Gardini said it was not Callebaut ' s business to concern himself with the European Sugar capital raising operation under study , he added . Asked about press reports that Ferruzzi might follow up the European Sugar flotation with the sale of 49 pct of the CPC business , Gardini said : "" We do not exclude having minority partners in the CPC business ."" He declined to elaborate ."
172,CORRECTED - GAF CORP OFFERS 46 DLRS A SHARE CASH FOR BORG - WARNER ( CORRECTING AMOUNT ) CORRECTED - GAF CORP OFFERS 46 DLRS A SHARE CASH FOR BORG - WARNER ( CORRECTING AMOUNT )
173,"GAF & lt ; GAF > SEEKS ALL OF BORG - WARNER & lt ; BOR > GAF Corp said it has made an all cash merger proposal to Borg - Warner Corp at 46 dlrs per share for all the company ' s common stock . Following a meeting yesterday with Borg - Warner officials and investment bankers , GAF said , it is today delivering a letter to the Borg - Warner board outling the terms of the proposal that would be made by tender offer , pursuant to a mutually acceptable merger agreement to be approved by the Borg - Warner board and conditioned on that board ' s recommendation of the tender offer and merger . GAF , in its letter , stated it intends to finance the proposed acquisition entirely with its own funds and bank borrowings under a syndicated bank loan from a group of banks led by Chase Manhattan Corp ' s & lt ; CMB > Chase Manhattan Bank . Last week , GAF increased its ownership of Borg - Warner shares to 19 . 9 pct of those outstanding Minstar Inc & lt ; MNST > sold its 12 . 4 pct holding . GAF emphasized "" the amicable nature of the proposed transaction ,"" which it characterized as a partnership . GAF said it wanted to discuss with the Borg - Warner board key roles for Borg - Warner ' s senior management in the new organization , board representation for Borg - Warner directors on a newly constituted board , and a company name change . GAF said it will be filing an amendment to its 13 - D with the U . S . Securities and Exchange Commission . Borg - Warner has about 85 . 6 mln common shares outstanding . Minstar chairman Irwin L . Jacobs sold his stake after Borg - Warner after the company failed to respond to his mid - February offer for a negotiated agreement at a minimum price of 44 dlrs a share . In November , Jacobs had offered to enter into acquisition talks with Borg - Warner based on a price of between 43 and 48 dlrs a share ."
174,"AKZO PLANNING US INVESTMENTS Dutch chemicals group Akzo NV & lt ; AKZO . AS > said it hoped to consolidate its core activities this year by making small acquisitions in the US . Akzo chairman Aarnoud Loudon told a news conference on its 1986 report that the company wanted to achieve the same level of US investments it had before it divested its fibre firm American Enka in December 1985 , when US investments represented 20 pct of Akzo ' s total capital . The US expansion plans were not an attempt to compensate for losses in guilder income through the lower dollar , Loudon said . He said a more important factor was the speed of growth in the US , adding "" It ' s the largest industrial market in the world ."" But he said the company would also be looking at possible acquisitions in Europe . Despite its highly liquid cash flow , Akzo did not plan acquisitions on a scale that would negatively influence the company ' s debt / equity ratio , Loudon said . The chairman said in the past two years Akzo had spent 1 . 1 billion guilders on acquisitions , of which nearly two thirds were in the United States . REUTER ..."
175,"FERRUZZI MAY FLOAT UP TO 49 PCT OF PARIS UNIT Gruppo Ferruzzi is studying a project which could result in a public share offer of up to 49 pct of its French unit European Sugar ( France ) and could raise around 400 mln dlrs , Ferruzzi chairman Raul Gardini said . Gardini told Reuters the operation under consideration was aimed at "" international markets "" and that the figure of 400 mln dlrs given in some press reports "" was probably about right ."" European Sugar , wholly - owned by Ferruzzi unit Eridania Zuccherifici Nazionali SpA , is expected to absorb the European corn wet milling business of CPC International Inc which Ferruzzi recently agreed to buy . Ferruzzi announced last week it had agreed in principle to buy the CPC operation for 630 mln dlrs . A Ferruzzi spokesman later confirmed that the group was studying the transfer of the CPC business to European Sugar along with a possible share offering in the Paris unit , but gave no details . The flotation plan has been interpreted by financial analysts as a means of helping finance the acquisition of the CPC business ."
176,"GANDALF & lt ; GANDF > ACQUIRES STAKE IN DATA / VOICE Gandalf Technologies Inc said it acquired a significant minority equity interest in privately held Data / Voice Solutions Corp , of Newport Beach , Calif ., for undisclosed terms . Gandalf did not specify the size of the interest . Data / Voice is a three - year - old designer and manufacturer of a multiprocessor , multiuser MS - DOS computing system that Gandalf plans to integrate with its private automatic computer exchange information system , Gandalf said ."
177,"KEYCORP & lt ; KEY > AGREES TO ACQUIRE UTAH BANK Keycorp said it has signed a definitive agreement to acquire Commercial Security Bancorp & lt ; CSEC > by exchanging Keycorp common valued at 63 dlrs for each Commercial Securities share . Keycorp said this gives the transaction an indicated value of 102 mln dlrs . Keycorp said the amount of its stock to be exchanged will be based on the daily average closing price of the shares for an unspecified period prior to the closing of the acquisition . Based on a maximum of about 2 . 75 Keycorp shares and a minimum of about 1 . 8 Keycorp to be exchanged , the agreement provides that if the average price of Keycorp common is less than 21 . 50 dlrs a share during the pricing period , the agreement will terminate unless a new conversion ratio can be negotiated . Keycorp said the transaction is designed to be tax free to Commercial Security shareholders . The company said it will treat the merger as a pooling of interests . It said the proposal is subject to approval by Commercial Security shareholders and various regulators . Keycorp said the merger is expected to become effective as soon as possible after December 31 , 1987 , the date Utah ' s interstate banking law becomes operational . Keycorp said Richard K . Hemingway and certain members of the Hemingway family who own about 30 pct of Commercial Security ' s outstanding shares have agreed to vote in favor of the transaction and not dispose of their stock . Based in Salt Lake City , Commercial Security ended 1986 with assets of 830 . 3 mln dlrs , net loans of 496 . 6 mln dlrs and deposits of 707 . 9 mln dlrs . It had net income of 5 . 1 mln dlrs or 3 . 16 dlrs a share on 1 . 6 mln average shares outstanding last year ."
178,"PEAT MARWICK , KMG MAIN HURDMAN TO COMPLETE MERGER Peat Marwick and KMG Main Hurdman said their merger will be completed tomorrow . The new firm , to be known as KPMG Peat Marwick , will rank among the largest public account and consulting firms in the U . S . based on combined 1986 revenues of 1 . 35 billion dlrs , 1 , 825 partners and a total staff of 16 , 500 in 136 offices . KPMG was created as part of the merger announced last September of Peat Marwick International Klynveld Main Goerdeler to form Klynveld Peat Marwick Goerdeler ."
179,BORG - WARNER & lt ; BOR > EXAMINING GAF & lt ; GAF > PROPOSAL Borg - Warner Corp in a statement said it has received GAF Corp ' s 46 dlrs a share acquisition proposal and will have no comment until its board of directors has had a chance to examine it thoroughly .
180,"AUDIO / VIDEO & lt ; AVA > TO GET EXPENSES FROM DIXONS Audio / Video Affiliates Inc said it will receive an undisclosed amount from & lt ; Dixons Group PLC > in connection with the termination of Cyacq Corp ' s 92 . 50 dlr per share tender offer for Cyclops Corp & lt ; CYL >. The company said the amount from Dixons is in lieu of reimbursement expenses for the Cyacq tender . Citicorp & lt ; CCI > was the other partner in Cyacq . The payment was in connection with Dixons ' previously - announced agreement to increase its tender price for Cyclops to 95 . 00 dlrs per share , Cycacq ' s ending of its competing bid and the ending of litigation between the parties ."
181,"REPUBLIC & lt ; RSLA > TO MERGE WITH PIONEER SAVINGS Republic Savings and Loan Association and & lt ; Pioneer Savings > of Racine , Wis ., said they have signed a definitive agreement to combine the two associations into a publicly held holding company to be called Republic Capital Group Inc . The associations said they would form the company by exchanging Republic ' s stock for shares in the holding company , which Pioneer savers could purchase when Pioneer converts from mutual to stock ownership . The associations added that they would remain independent , but wholly owned , units of the holding company . The associations said they would continue to do business using their present names and management . The combination of Republic ' s 459 mln dlrs in assets with Pioneer ' s 125 mln dlrs would make the new holding company the fifth largest savings and loan organization in Wisconsin , they said . The associations said the move is subject to approval by the Federal Home Loan Bank Board and the Wisconsin Commissioner of Savings and Loan , as well as Republic ' s shareholders and Pioneer ' s depositors ."
182,"BROUGHER & lt ; BIGI > TO SELL 40 PCT OF SUBSIDIARY Brougher Insurance Group Inc said it plans to sell 40 pct of the stock of its subsidiary , Intercontinental Corp , for one mln dlrs to three European insurance companies . The parent company said it signed a letter of intent to sell the stock to & lt ; WASA Europeiska Forsakrings AB > of Sweden , & lt ; Europeiske Reiseforsikring A / S > of Norway , and & lt ; Europeiska Rejseforsikrings A / S > of Denmark . Brougher said it expects to realize a net after - tax gain of approximately 330 , 000 dlrs , or 12 cts per share , from issuing stock of Intercontinental ."
183,"ACTON & lt ; ATN > TO SELL UNIT FOR GAIN Acton Corp said it has agreed to sell its five Michigan cable television systems to Wisconsin Cablevision Inc for about 9 , 500 , 000 dlrs , resulting in a gain of about six mln dlrs . The company said the sale is subject to review by local authorities . The systems have about 7 , 500 subscribers . Acton said proceeds will be used to retire bank debt . The company said it has also entered into a 15 . 5 mln dlr bank credit agreement that will allow it to complete the prepayment of all its obligations to members of its present bank syndicate . The company said the new credit will also allow it to prepay some other debt and redeem its Class C Series Two preferred stock . It said the new facility has allowed it to take full advantage of an early payment discount of about 13 mln dlrs in principal and interest which was negotiated with its banking syndicate in connection with an April 1986 financial restructuring ."
184,"USX & lt ; X >, CONSOLIDATED NATURAL & lt ; CNG > END TALKS USX Corp ' s Texas Oil and Gas Corp subsidiary and Consolidated Natural Gas Co have mutually agreed not to pursue further their talks on Consolidated ' s possible purchase of Apollo Gas Co from Texas Oil . No details were given ."
185,"CHUBB CORP & lt ; CB > COMPLETES ACQUISITION The Chubb Corp said it completed the previously - announced merger of its subsidiary with and into Sovereign Corp & lt ; SOVR >, a life insurance holding company . Under the terms of the merger , Sovereign stockholders wil receive , in a tax free exchange , 0 . 1365 of a share of Chubb common stock for each share of Sovereign held , the company said . This equals 9 . 11 dlrs per share of Sovereign stock based on the closing price of Chubb common stock on March 30 ."
186,"LAROCHE DROPS CONDITION TO NECO & lt ; NPT > OFFER Investor David F . Laroche said he has decided to drop the condition to his tender offer for 170 , 000 shares of NECO Enterprises Inc at 26 dlrs each that at least 170 , 000 shares be tendered . He said he has extended the expiration of the offer until April 14 . Thorugh March 27 , he said 45 , 696 NECO shares had been tendered . Laroche said he may obtain a short - term loan of up to one mln dlrs from Amoskeag Bank to help finance the purchase of shares under the offer , bearing interest of up to nine pct ."
187,"TELECAST & lt ; TCST > COMPLETES ACQUISITION FINANCING Telecast Inc said it closed on the financing portion of its previously - announced acquisition of approximately 14 , 600 hotel rooms from & lt ; Dynavision Inc >. The three mln dlr financing package was provided by Sanwa Business Credit Corp , a subsidiary of & lt ; Sanwa Bank Ltd > of Japan , the company said ."
188,"MAY & lt ; MA > TO SELL SYCAMORE DIVISION The May Department Stores Co said it has signed an agreement to sell its Sycamore Specialty Store Division to an investment group that includes Syacmore senior management . May said it expects to close the deal , which includes the entire division and its 1 , 000 employees , in April . Sycamore has 111 women ' s apparel stores in Indiana , Ohio , Illinois , Kentucky and Michigan , May said . May added that the Indiana National Bank of Indianapolis provided a portion of the deal ' s financing ."
189,"HANSON TRUST & lt ; HAN > SELLS UNIT Reichhold Chemicals Inc said it is part of a group that has purchased PCR Inc from Hanson Trust PLC ' s SCM Corp subsidiary . It said other group members include Jacksonville , Fla ., businessman Jack C . Demetree and managers of PCR . Reichhold said it made a "" modest "" cash investment . PCR makes high - performance materials for a variety of industries ."
190,"NECO & lt ; NPT > BIDDER EXTENDS TENDER OFFER Investor David LaRoche said he has extended his cash offer to buy 170 , 000 shares of NECO Enterprises Inc at 26 dlrs each until April 14 . The tender offer was to have expired yesterday . In a filing with the Securities and Exchange Commission , LaRoche , a North Kingstown , R . I ., investor who already holds nearly one - third of NECO ' s total outstanding commonstock , also waived a condition of his offer that a minimum of 170 , 000 shares actually be tendered . NECO has 957 , 000 shares outstanding ."
